Soil_Temperature,Water_Content,pH,EC
-1.1188519105796122,-0.6518067706282427,0.0,-5.127970269727791e-16
0.9887119081271745,-0.7021699801503616,0.0,-5.127970269727791e-16
0.8446766437157522,-0.6890576515232479,0.0,-5.127970269727791e-16
-0.5586345642500908,1.1298096480378061,-1.738384989761794,-0.18683829846317676
-0.6258292929866759,-0.719754338513051,0.0,-5.127970269727791e-16
1.0956269406836736,-0.6984236005426149,0.0,-5.127970269727791e-16
1.5256520694210858,0.815602349391959,2.6799466078912686,-0.4639701984141333
1.3168063453381107,-0.7021699801503616,0.0,-5.127970269727791e-16
1.3350749530757553,-0.7002967903464883,0.0,-5.127970269727791e-16
1.408013282075923,-0.6984236005426149,0.0,-5.127970269727791e-16
-0.20685445900428087,1.2422010362702092,-0.41132426255151033,2.861612600997348
1.109470017210539,1.4053643050344573,1.3841108389682863,-0.002083698495872096
-0.46561105062251484,1.516287936664137,1.6026855469793915,-0.7411020983650902
-1.5366491921789547,-0.6938517473984768,0.0,-5.127970269727791e-16
1.5364036001755965,-0.7096627393658551,0.0,-5.127970269727791e-16
1.31449350773038,1.4372031856166045,-0.5674490539880138,-1.9420069981525694
-0.7395428881052872,-0.7176613027244411,0.0,-5.127970269727791e-16
0.5125351427586914,-0.6987504657945455,0.0,-5.127970269727791e-16
-1.4664612604834302,0.9357820530354469,-0.3957117834078603,-1.387743198250656
-0.3979525650413098,-0.6536579999041313,0.0,-5.127970269727791e-16
1.264814076266905,-0.6792799219990803,0.0,-5.127970269727791e-16
0.42968554997314623,-0.7049557496262912,0.0,-5.127970269727791e-16
0.13650008334317904,-0.7083962328434098,0.0,-5.127970269727791e-16
-0.7324281329113177,0.15252724825274627,-2.097472010065754,-0.002083698495872096
1.0367843639221008,-0.722983200172586,0.0,-5.127970269727791e-16
0.903049778242078,-0.6451287165429149,0.0,-5.127970269727791e-16
-1.0397119835844593,1.7545184476295792,2.0398349630016033,-0.18683829846317676
-0.8395875979918402,1.54191140488995,0.46297456949291294,-1.9420069981525694
-0.8871806026401231,0.5560992069911157,-0.5049991374134122,-1.6648750982016127
-1.5500908880514634,-0.7001172954925926,0.0,-5.127970269727791e-16
1.6739002368587113,1.368689966673022,-0.7860237619991203,-1.387743198250656
0.7320097540094995,-0.680392930919642,0.0,-5.127970269727791e-16
0.331760659744451,1.518824235658582,-1.8008349063363955,-1.387743198250656
-0.0391002345251978,2.297509342027376,1.4153357972555864,-0.18683829846317676
-0.8575053018784895,1.0820489746255104,-3.221570508408582,-0.002083698495872096
-0.28274913616634295,0.3059170371985348,-1.707160031474494,0.736934701373346
-0.3406462106644809,-0.6225618907792585,0.0,-5.127970269727791e-16
-1.6601128764813062,-0.648410957368377,0.0,-5.127970269727791e-16
-0.670816287120698,-0.7068952237499264,0.0,-5.127970269727791e-16
0.24714813683349637,1.4951788989490247,-0.7079613662808673,3.4158764008992617
1.3061837878573404,-0.7002967903464883,0.0,-5.127970269727791e-16
0.09272212259946686,-0.7238591091571276,0.0,-5.127970269727791e-16
-0.18435394880287845,-0.7115794916971695,0.0,-5.127970269727791e-16
0.7143077611997957,-0.6706029943794795,0.0,-5.127970269727791e-16
-0.25889526968112175,-0.728394637404589,0.0,-5.127970269727791e-16
-0.7848463433949692,1.8051774010409083,2.992196190764278,-1.6648750982016127
1.113752875808483,-0.7059163597581084,0.0,-5.127970269727791e-16
-0.7860271389679057,2.1600640401681663,-0.23958699197135544,-0.9258566983323945
-1.452724197647217,-0.7115794916971695,0.0,-5.127970269727791e-16
-1.3399533070516758,-0.704043169954235,0.0,-5.127970269727791e-16
0.17459077294147446,-0.704840844042704,0.0,-5.127970269727791e-16
1.424111949280881,-0.636281430552687,0.0,-5.127970269727791e-16
-0.8946030015507038,-0.7243588023931228,0.0,-5.127970269727791e-16
0.6301718596350786,0.8122791818044292,-1.5822601983252904,-0.18683829846317676
-0.69290217834296,-0.7259078865282846,0.0,-5.127970269727791e-16
-0.8273219856479139,1.5198139448574073,-0.09907467967850205,-0.002083698495872096
-1.2853269948198367,-0.6719947719686107,0.0,-5.127970269727791e-16
-0.33393280822324695,-0.7113560679199074,0.0,-5.127970269727791e-16
1.1161044480406734,-0.7077895495619818,0.0,-5.127970269727791e-16
0.014453398148199379,-0.6809404957689029,0.0,-5.127970269727791e-16
-1.476812881021905,-0.7160716940010621,0.0,-5.127970269727791e-16
0.9329389472862998,1.2630251524502036,1.3841108389682863,1.4759531012425637
1.5884947523258877,0.20378226058757368,-1.441747886032437,0.2750482014550844
-1.6064493425695756,-0.7092819017087866,0.0,-5.127970269727791e-16
1.1229944081770191,-0.6966337768636439,0.0,-5.127970269727791e-16
-0.8157944376775468,-0.7265214476007156,0.0,-5.127970269727791e-16
-1.457886417740557,-0.7059163597581084,0.0,-5.127970269727791e-16
-1.3557497819189734,-0.636281430552687,0.0,-5.127970269727791e-16
0.9923350560702053,0.34093273398543034,-0.6142864914189654,-1.9420069981525694
-0.1973554792096982,-0.6719658626557296,0.0,-5.127970269727791e-16
-1.1976780621932899,1.1888852796911626,-1.1763357405903803,0.45980280142238905
0.6339244270605828,1.0820489746255104,-3.221570508408582,-0.002083698495872096
0.41658499469123816,0.7110847912442485,-2.690746217524469,4.801535900654044
-1.1767016998146316,-0.7220081915800223,0.0,-5.127970269727791e-16
0.5682047282720895,-0.6492400356712268,0.0,-5.127970269727791e-16
0.9876638444780664,-0.6909308413271213,0.0,-5.127970269727791e-16
0.992080539350302,-0.7021699801503616,0.0,-5.127970269727791e-16
1.7185245199395731,1.1826937917150036,-2.2223718432149573,1.4759531012425637
-1.5897357589164098,-0.7265214476007156,0.0,-5.127970269727791e-16
-1.4996462394322247,-0.7098041121847761,0.0,-5.127970269727791e-16
0.4729760416619284,1.3275034699801185,2.882908836758725,-1.6648750982016127
-1.3046245939981964,-0.7265214476007156,0.0,-5.127970269727791e-16
1.0859935778022416,1.576644773947649,0.6190993609294164,0.45980280142238905
1.7341100228939046,-0.704043169954235,0.0,-5.127970269727791e-16
-0.1009526489980598,-0.7092011001680447,0.0,-5.127970269727791e-16
0.6878192245094851,-0.7071681334554273,0.0,-5.127970269727791e-16
-0.7143152727232756,-0.7192781650482334,0.0,-5.127970269727791e-16
-0.8896269623087123,-0.7077895495619818,0.0,-5.127970269727791e-16
-1.419885469966045,-0.6984236005426149,0.0,-5.127970269727791e-16
0.6647652931078917,-0.704840844042704,0.0,-5.127970269727791e-16
-1.2605663672397982,0.8447502852997474,-0.5986740122753154,4.61678130068674
-1.234949710963924,1.9677498863461027,1.3372734015373349,1.4759531012425637
-1.2021937641821179,-0.705833137119545,0.0,-5.127970269727791e-16
-0.23459881981682018,-0.6979553030916464,0.0,-5.127970269727791e-16
-0.8494327396436703,-0.724400699654828,0.0,-5.127970269727791e-16
1.6861386266602738,-0.6328742601430404,0.0,-5.127970269727791e-16
1.3895309886648508,-0.7021699801503616,0.0,-5.127970269727791e-16
-0.30220290054957355,1.518824235658582,-1.8008349063363955,-1.387743198250656
0.1534194110383919,-0.6341614133381419,0.0,-5.127970269727791e-16
0.06272946012505899,1.8551087400975796,2.0866724004325548,1.9378396011608254
-0.7858930029701053,-0.7054924201909717,0.0,-5.127970269727791e-16
-0.3067413783719104,1.0913978152404418,2.992196190764278,0.736934701373346
-0.6797997415949508,0.9654400759474953,-3.1278956335466805,-0.7411020983650902
-1.2850363570057435,1.7560169994726778,1.8524852132777982,-1.387743198250656
0.5120896791206795,1.3678988755354808,-0.8328611994300705,-0.002083698495872096
-0.43942331892461134,1.5506621328160821,1.446560755542888,-1.2029885982833515
1.5820783710099766,-0.7169852085821493,0.0,-5.127970269727791e-16
-0.15598026722724176,-0.7065452483934285,0.0,-5.127970269727791e-16
1.6754193315156367,-0.7095648530228691,0.0,-5.127970269727791e-16
-0.05731365404924946,1.1130810961486401,0.8532865480841729,-1.6648750982016127
0.5110546474849013,-0.6859352615975273,0.0,-5.127970269727791e-16
-1.5363260450875444,1.1870219934417823,0.10388754918895302,-2.126761598119874
0.5120997121599359,-0.7077895495619818,0.0,-5.127970269727791e-16
1.1475699301091111,-0.6812220090351729,0.0,-5.127970269727791e-16
1.2205362481333624,1.1736744577369453,0.18194994490720473,-1.9420069981525694
1.7450582127166663,-0.6743054531185758,0.0,-5.127970269727791e-16
0.18692401172414866,-0.7021699801503616,0.0,-5.127970269727791e-16
-1.0868434890475382,0.7110847912442485,-2.690746217524469,4.801535900654044
0.9825672943564064,1.6543027931223533,-2.909320925535574,1.0140666013243032
0.12062207621765492,0.9345256688560637,0.868899027227823,-2.865779997989092
-1.1491688013532741,1.4951788989490247,-0.7079613662808673,3.4158764008992617
0.36513755066712444,-0.6965504107387415,0.0,-5.127970269727791e-16
1.6641665074594543,-0.6648789479938673,0.0,-5.127970269727791e-16
-0.8071861436356368,-0.7176613027244411,0.0,-5.127970269727791e-16
0.8398719278162471,-0.726948666373923,0.0,-5.127970269727791e-16
0.5762539952354043,-0.6613127763633744,0.0,-5.127970269727791e-16
0.21939109492699102,-0.6617897802132322,0.0,-5.127970269727791e-16
-1.2806139815117015,2.5721657970203102,0.5410369652111646,-3.1429118979400483
0.8529312700978984,-0.7063623572590996,0.0,-5.127970269727791e-16
-0.8474147602580737,1.3970519484789872,0.49419952778021303,-1.387743198250656
-1.0326283440412536,-0.7002967903464883,0.0,-5.127970269727791e-16
-0.7607922355150732,-0.6742827386316951,0.0,-5.127970269727791e-16
-0.31865112744062396,-0.6802112152119151,0.0,-5.127970269727791e-16
0.10012498849607251,-0.7293412600535027,0.0,-5.127970269727791e-16
-0.5782559759106585,-0.6965504107387415,0.0,-5.127970269727791e-16
0.02366137388883316,1.9843209513010598,2.945358753333325,-0.002083698495872096
0.23036049689947866,1.372569797941966,1.3997233181119364,2.3997261010790862
1.342397109923261,2.3648973452217206,1.5714605886920914,-0.7411020983650902
-1.263230040083845,-0.708478741983977,0.0,-5.127970269727791e-16
0.8426058329940735,-0.6984236005426149,0.0,-5.127970269727791e-16
-0.4826207068387453,1.3379418482600498,1.1343111726698798,0.45980280142238905
0.42270409212389315,-0.7095648530228691,0.0,-5.127970269727791e-16
-0.5534348595895819,-0.7096627393658551,0.0,-5.127970269727791e-16
-0.7145093005657327,1.3748883929442146,1.5714605886920914,-0.9258566983323945
-1.4114873666082968,-0.7059163597581084,0.0,-5.127970269727791e-16
1.675435046080486,0.2618605615947495,-2.6595212592371675,-0.9258566983323945
-0.7204301648052629,1.183702641167245,0.21317490319450627,-0.4639701984141333
-0.4205240065520866,-0.7001888120061147,0.0,-5.127970269727791e-16
1.4351824693878972,-0.6328515456561595,0.0,-5.127970269727791e-16
-1.0128575928831565,1.0830209456534883,-1.1919482197340305,-1.2029885982833515
0.6127640245301981,-0.7096627393658551,0.0,-5.127970269727791e-16
-1.078249226397412,1.1298096480378061,-1.738384989761794,-0.18683829846317676
-1.1904284398404634,-0.7002967903464883,0.0,-5.127970269727791e-16
0.361766037219229,1.6233749477672688,1.8524852132777982,-1.387743198250656
0.5264593271404505,-0.6928040311309948,0.0,-5.127970269727791e-16
-0.47037481588169744,-0.6522497028414388,0.0,-5.127970269727791e-16
-0.990640275181728,-0.7059163597581084,0.0,-5.127970269727791e-16
-1.365474466005829,-0.7214911962517657,0.0,-5.127970269727791e-16
1.200187809526749,-0.7090823142717788,0.0,-5.127970269727791e-16
-0.6245449069406517,-0.704043169954235,0.0,-5.127970269727791e-16
-1.5170294753982032,-0.7096627393658551,0.0,-5.127970269727791e-16
-1.0748169470158466,-0.6948393337112976,0.0,-5.127970269727791e-16
0.06017729849006543,-0.7001172954925926,0.0,-5.127970269727791e-16
